"","Watershed","Site.ID","Date","Observer","Expected","Start.Time","End.time","Spp","Sign.Type","Fresh","Time","Veg","Camera","GPS","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest"
"33","Pawtuxet",9,2022-02-24,"Justin Moore","beaver",2022-02-24 12:29:00,2022-02-24 13:10:00,"muskrat?","scat","N",1899-12-31 13:01:00,"river edge",2,5,"N","Kayak",0,0,0,0,0,1
"34","Pawtuxet",9,2022-02-24,"Justin Moore","beaver",2022-02-24 12:29:00,2022-02-24 13:10:00,"otter","latrine","N",1899-12-31 13:03:00,"river edge",2,5,"N","Kayak",0,0,0,0,0,1
"35","Pawtuxet",9,2022-02-24,"John Crockett","beaver",2022-02-24 12:28:00,2022-02-24 13:12:00,"beaver","chewed stick","N",1899-12-31 12:29:00,"stream edge",4,2,"N","Kayak",0,0,0,0,0,1
"36","Pawtuxet",9,2022-02-24,"John Crockett","beaver",2022-02-24 12:28:00,2022-02-24 13:12:00,"muskrat","scat","Y",1899-12-31 12:32:00,"stream edge",4,2,"N","Kayak",0,0,0,0,0,1
"37","Pawtuxet",9,2022-02-24,"John Crockett","beaver",2022-02-24 12:28:00,2022-02-24 13:12:00,"beaver","chewed stick","N",1899-12-31 12:38:00,"stream edge",4,2,"N","Kayak",0,0,0,0,0,1
"38","Pawtuxet",9,2022-02-24,"John Crockett","beaver",2022-02-24 12:28:00,2022-02-24 13:12:00,"otter","latrine","Y",1899-12-31 12:40:00,"stream edge",4,2,"N","Kayak",0,0,0,0,0,1
"39","Pawtuxet",9,2022-02-24,"John Crockett","beaver",2022-02-24 12:28:00,2022-02-24 13:12:00,"muskrat","scat","N",1899-12-31 12:46:00,"stream edge",4,2,"N","Kayak",0,0,0,0,0,1
"40","Pawtuxet",9,2022-02-24,"John Crockett","beaver",2022-02-24 12:28:00,2022-02-24 13:12:00,"beaver","chewed stick","N",1899-12-31 12:48:00,"stream edge",4,2,"N","Kayak",0,0,0,0,0,1
"41","Pawtuxet",9,2022-02-24,"John Crockett","beaver",2022-02-24 12:28:00,2022-02-24 13:12:00,"beaver","chewed stick","Y",1899-12-31 13:00:00,"stream edge",4,2,"N","Kayak",0,0,0,0,0,1
"42","Pawtuxet",9,2022-02-24,"John Crockett","beaver",2022-02-24 12:28:00,2022-02-24 13:12:00,"beaver","chewed stick","Y",1899-12-31 13:11:00,"stream edge",4,2,"N","Kayak",0,0,0,0,0,1
"43","Pawtuxet",9,2022-06-29,"Jess Burr","N/A",2022-06-29 12:43:00,2022-06-29 13:00:00,"beaver","chewed stick","N",1899-12-31 12:47:00,"forested river",2,4,"N","kayak",0,0,0,0,0,1
"44","Pawtuxet",9,2022-06-29,"Jess Burr","N/A",2022-06-29 12:43:00,2022-06-29 13:00:00,"beaver","chewed stick","Y",1899-12-31 12:49:00,"forested river",2,4,"N","kayak",0,0,0,0,0,1
"45","Pawtuxet",9,2022-06-29,"Jess Burr","N/A",2022-06-29 12:43:00,2022-06-29 13:00:00,"muskrat","scat","N",1899-12-31 12:54:00,"forested river",2,4,"N","kayak",0,0,0,0,0,1
"46","Pawtuxet",9,2022-06-29,"John Crockett","beaver",2022-06-29 12:43:00,2022-06-29 13:01:00,"beaver","chewed stick","N",1899-12-31 12:46:00,"forested stream",1,2,"N","kayak",0,0,0,0,0,1
"47","Pawtuxet",9,2022-06-29,"John Crockett","beaver",2022-06-29 12:43:00,2022-06-29 13:01:00,"muskrat","scat","N",1899-12-31 12:50:00,"forested stream",1,2,"N","kayak",0,0,0,0,0,1
"48","Pawtuxet",9,2022-06-29,"John Crockett","beaver",2022-06-29 12:43:00,2022-06-29 13:01:00,"beaver","chewed stick","N",1899-12-31 12:56:00,"forested stream",1,2,"N","kayak",0,0,0,0,0,1
"49","Pawtuxet",10,2022-02-24,"Justin Moore","beaver",2022-02-24 11:11:00,2022-02-24 12:09:00,"beaver","chewed stick","N",1899-12-31 11:13:00,"river edge",2,5,"N","Kayak",0,0.689655172413793,0,0,0,0.310344827586207
"50","Pawtuxet",10,2022-02-24,"Justin Moore","beaver",2022-02-24 11:11:00,2022-02-24 12:09:00,"beaver","stump","Y",1899-12-31 11:24:00,"river edge",2,5,"N","Kayak",0,0.689655172413793,0,0,0,0.310344827586207
"51","Pawtuxet",10,2022-02-24,"Justin Moore","beaver",2022-02-24 11:11:00,2022-02-24 12:09:00,"beaver","dam","Y",1899-12-31 11:29:00,"river edge",2,5,"N","Kayak",0,0.689655172413793,0,0,0,0.310344827586207
"52","Pawtuxet",10,2022-02-24,"Justin Moore","beaver",2022-02-24 11:11:00,2022-02-24 12:09:00,"beaver","chewed stick","N",1899-12-31 11:42:00,"river edge",2,5,"N","Kayak",0,0.689655172413793,0,0,0,0.310344827586207
"53","Pawtuxet",10,2022-02-24,"Justin Moore","beaver",2022-02-24 11:11:00,2022-02-24 12:09:00,"beaver","dam","N",1899-12-31 12:02:00,"river edge",2,5,"N","Kayak",0,0.689655172413793,0,0,0,0.310344827586207
"54","Pawtuxet",10,2022-02-24,"Justin Moore","beaver",2022-02-24 11:11:00,2022-02-24 12:09:00,"beaver","chewed stick","N",1899-12-31 12:06:00,"river edge",2,5,"N","Kayak",0,0.689655172413793,0,0,0,0.310344827586207
"55","Pawtuxet",10,2022-02-24,"Justin Moore","beaver",2022-02-24 11:11:00,2022-02-24 12:09:00,"beaver","lodge","Y",1899-12-31 12:08:00,"river edge",2,5,"N","Kayak",0,0.689655172413793,0,0,0,0.310344827586207
"56","Pawtuxet",10,2022-02-24,"John Crockett","beaver",2022-02-24 11:11:00,2022-02-24 12:06:00,"beaver","chewed stick","Y",1899-12-31 11:12:00,"stream edge",4,2,"N","Kayak",0,0.890909090909091,0,0,0,0.109090909090909
"57","Pawtuxet",10,2022-02-24,"John Crockett","beaver",2022-02-24 11:11:00,2022-02-24 12:06:00,"beaver","chewed stick","Y",1899-12-31 11:22:00,"stream edge",4,2,"N","Kayak",0,0.890909090909091,0,0,0,0.109090909090909
"58","Pawtuxet",10,2022-02-24,"John Crockett","beaver",2022-02-24 11:11:00,2022-02-24 12:06:00,"beaver","dam","Y",1899-12-31 11:26:00,"stream edge",4,2,"N","Kayak",0,0.890909090909091,0,0,0,0.109090909090909
"59","Pawtuxet",10,2022-02-24,"John Crockett","beaver",2022-02-24 11:11:00,2022-02-24 12:06:00,"beaver","chewed stick","Y",1899-12-31 11:32:00,"stream edge",4,2,"N","Kayak",0,0.890909090909091,0,0,0,0.109090909090909
"60","Pawtuxet",10,2022-02-24,"John Crockett","beaver",2022-02-24 11:11:00,2022-02-24 12:06:00,"beaver","lodge","Y",1899-12-31 11:35:00,"stream edge",4,2,"N","Kayak",0,0.890909090909091,0,0,0,0.109090909090909
"61","Pawtuxet",10,2022-02-24,"John Crockett","beaver",2022-02-24 11:11:00,2022-02-24 12:06:00,"beaver","chewed stick","Y",1899-12-31 11:42:00,"stream edge",4,2,"N","Kayak",0,0.890909090909091,0,0,0,0.109090909090909
"62","Pawtuxet",10,2022-02-24,"John Crockett","beaver",2022-02-24 11:11:00,2022-02-24 12:06:00,"beaver","chewed stick","Y",1899-12-31 11:54:00,"stream edge",4,2,"N","Kayak",0,0.890909090909091,0,0,0,0.109090909090909
"63","Pawtuxet",10,2022-06-29,"Jess Burr","beaver, muskrat",2022-06-29 11:50:00,2022-06-29 12:23:00,"beaver","chewed stick","N",1899-12-31 11:52:00,"marshy edge of river",2,4,"N","kayak",0,0.96969696969697,0,0,0,0.0303030303030303
"64","Pawtuxet",10,2022-06-29,"Jess Burr","beaver, muskrat",2022-06-29 11:50:00,2022-06-29 12:23:00,"beaver","small pile of chewed sticks","N",1899-12-31 12:03:00,"marshy edge of river",2,4,"N","kayak",0,0.96969696969697,0,0,0,0.0303030303030303
"65","Pawtuxet",10,2022-06-29,"Jess Burr","beaver, muskrat",2022-06-29 11:50:00,2022-06-29 12:23:00,"muskrat","scat","N",1899-12-31 12:02:00,"marshy edge of river",2,4,"N","kayak",0,0.96969696969697,0,0,0,0.0303030303030303
"66","Pawtuxet",10,2022-06-29,"Jess Burr","beaver, muskrat",2022-06-29 11:50:00,2022-06-29 12:23:00,"muskrat","scat","Y",1899-12-31 12:06:00,"marshy edge of river",2,4,"N","kayak",0,0.96969696969697,0,0,0,0.0303030303030303
"67","Pawtuxet",10,2022-06-29,"Jess Burr","beaver, muskrat",2022-06-29 11:50:00,2022-06-29 12:23:00,"muskrat","scat","N",1899-12-31 12:10:00,"forested river",2,4,"N","kayak",0,0.96969696969697,0,0,0,0.0303030303030303
"68","Pawtuxet",10,2022-06-29,"Jess Burr","beaver, muskrat",2022-06-29 11:50:00,2022-06-29 12:23:00,"beaver","chewed stick","N",1899-12-31 12:13:00,"forested river",2,4,"N","kayak",0,0.96969696969697,0,0,0,0.0303030303030303
"69","Pawtuxet",10,2022-06-29,"Jess Burr","beaver, muskrat",2022-06-29 11:50:00,2022-06-29 12:23:00,"muskrat","scat","N",1899-12-31 12:15:00,"forested river",2,4,"N","kayak",0,0.96969696969697,0,0,0,0.0303030303030303
"70","Pawtuxet",10,2022-06-29,"Jess Burr","beaver, muskrat",2022-06-29 11:50:00,2022-06-29 12:23:00,"beaver","dam","N",1899-12-31 12:17:00,"forested river",2,4,"N","kayak",0,0.96969696969697,0,0,0,0.0303030303030303
"71","Pawtuxet",10,2022-06-29,"John Crockett","beaver",2022-06-29 11:52:00,2022-06-29 12:16:00,"muskrat","scat","Y",1899-12-31 11:53:00,"stream",1,2,"N","kayak",0,0.958333333333333,0,0,0,0.0416666666666667
"72","Pawtuxet",10,2022-06-29,"John Crockett","beaver",2022-06-29 11:52:00,2022-06-29 12:16:00,"beaver","chewed stick","N",1899-12-31 11:54:00,"stream",1,2,"N","kayak",0,0.958333333333333,0,0,0,0.0416666666666667
"73","Pawtuxet",10,2022-06-29,"John Crockett","beaver",2022-06-29 11:52:00,2022-06-29 12:16:00,"beaver","chewed stick","Y",1899-12-31 12:04:00,"stream",1,2,"N","kayak",0,0.958333333333333,0,0,0,0.0416666666666667
"74","Pawtuxet",10,2022-06-29,"John Crockett","beaver",2022-06-29 11:52:00,2022-06-29 12:16:00,"beaver","dam","Y",1899-12-31 12:06:00,"stream",1,2,"N","kayak",0,0.958333333333333,0,0,0,0.0416666666666667
"75","Pawtuxet",10,2022-06-29,"John Crockett","beaver",2022-06-29 11:52:00,2022-06-29 12:16:00,"beaver","lodge and chewed sticks","N",1899-12-31 12:12:00,"stream",1,2,"N","kayak",0,0.958333333333333,0,0,0,0.0416666666666667
"76","Pawtuxet",15,2022-02-01,"Justin Moore","N/A",2022-02-01 11:45:00,2022-02-01 12:07:00,NA,NA,NA,NA,NA,1,5,"Y","Foot",0.0909090909090909,0,0.0454545454545455,0,0,0.863636363636364
"77","Pawtuxet",15,2022-02-01,"John Crockett","N/A",2022-02-01 11:46:00,2022-02-01 12:06:00,"beaver","chewed stick","N",1899-12-31 11:47:00,"pond edge",2,2,"Y","Foot",0,0,0,0,0,1
"78","Pawtuxet",15,2022-07-11,"John Crockett","N/A",2022-07-11 11:02:00,2022-07-11 11:09:00,NA,NA,NA,NA,NA,1,2,"N","kayak",0.857142857142857,0,0,0,0,0.142857142857143
"79","Pawtuxet",15,2022-07-11,"Jess Burr","muskrat",2022-07-11 11:02:00,2022-07-11 11:06:00,"beaver","chewed stick","hard to tell from distance",1899-12-31 11:05:00,"forested reservoir",2,4,"N","kayak",0.75,0,0,0,0,0.25
"80","Pawtuxet",17,2022-01-10,"Justin Moore","N/A",2022-01-10 10:02:00,2022-01-10 11:09:00,"beaver","chewed stick","Y",1899-12-31 10:09:00,"pond edge",2,5,"Y","Foot",0.283582089552239,0,0,0,0,0.716417910447761
"81","Pawtuxet",17,2022-01-10,"Justin Moore","N/A",2022-01-10 10:02:00,2022-01-10 11:09:00,"muskrat?","scat","Y",1899-12-31 10:33:00,"stream edge",2,5,"Y","Foot",0.283582089552239,0,0,0,0,0.716417910447761
"82","Pawtuxet",17,2022-01-10,"Justin Moore","N/A",2022-01-10 10:02:00,2022-01-10 11:09:00,"otter?","scat","Y",1899-12-31 10:47:00,"pond edge",2,5,"Y","Foot",0.283582089552239,0,0,0,0,0.716417910447761
"83","Pawtuxet",17,2022-01-10,"Justin Moore","N/A",2022-01-10 10:02:00,2022-01-10 11:09:00,"beaver","chewed stick","Y",1899-12-31 11:07:00,"pond edge",2,5,"Y","Foot",0.283582089552239,0,0,0,0,0.716417910447761
"84","Pawtuxet",17,2022-01-10,"John Crockett","N/A",2022-01-10 09:57:00,2022-01-10 11:09:00,"?","scat","N",1899-12-31 10:09:00,"pond edge",1,2,"Y","Foot",0.388888888888889,0,0,0,0,0.611111111111111
"85","Pawtuxet",17,2022-01-10,"John Crockett","N/A",2022-01-10 09:57:00,2022-01-10 11:09:00,"beaver","chewed stick","N",1899-12-31 10:11:00,"pond edge",1,2,"Y","Foot",0.388888888888889,0,0,0,0,0.611111111111111
"86","Pawtuxet",17,2022-01-10,"John Crockett","N/A",2022-01-10 09:57:00,2022-01-10 11:09:00,"beaver","chewed stick","Y",1899-12-31 10:13:00,"pond edge",1,2,"Y","Foot",0.388888888888889,0,0,0,0,0.611111111111111
"87","Pawtuxet",17,2022-01-10,"John Crockett","N/A",2022-01-10 09:57:00,2022-01-10 11:09:00,"beaver","chewed stick","Y",1899-12-31 10:23:00,"pond edge",1,2,"Y","Foot",0.388888888888889,0,0,0,0,0.611111111111111
"88","Pawtuxet",17,2022-01-10,"John Crockett","N/A",2022-01-10 09:57:00,2022-01-10 11:09:00,"beaver","stump","Y",1899-12-31 10:31:00,"pond edge",1,2,"Y","Foot",0.388888888888889,0,0,0,0,0.611111111111111
"89","Pawtuxet",17,2022-01-10,"John Crockett","N/A",2022-01-10 09:57:00,2022-01-10 11:09:00,"otter","latrine","N",1899-12-31 10:39:00,"pond edge",1,2,"Y","Foot",0.388888888888889,0,0,0,0,0.611111111111111
"90","Pawtuxet",17,2022-01-10,"John Crockett","N/A",2022-01-10 09:57:00,2022-01-10 11:09:00,"beaver","chewed stick","N",1899-12-31 10:53:00,"pond edge",1,2,"Y","Foot",0.388888888888889,0,0,0,0,0.611111111111111
"91","Pawtuxet",17,2022-01-10,"John Crockett","N/A",2022-01-10 09:57:00,2022-01-10 11:09:00,"beaver","chewed stick","Y",1899-12-31 11:07:00,"pond edge",1,2,"Y","Foot",0.388888888888889,0,0,0,0,0.611111111111111
"92","Pawtuxet",17,2022-06-24,"Jess Burr","N/A",2022-06-24 09:53:00,2022-06-24 10:48:00,"muskrat","scat","N",1899-12-31 10:16:00,"forested pond",2,4,"N","walking",0.381818181818182,0,0,0,0,0.618181818181818
"93","Pawtuxet",17,2022-06-24,"Jess Burr","N/A",2022-06-24 09:53:00,2022-06-24 10:48:00,"muskrat","scat","N",1899-12-31 10:20:00,"forested pond",2,4,"N","walking",0.381818181818182,0,0,0,0,0.618181818181818
"94","Pawtuxet",17,2022-06-24,"Jess Burr","N/A",2022-06-24 09:53:00,2022-06-24 10:48:00,"muskrat","scat","N",1899-12-31 10:20:00,"forested pond",2,4,"N","walking",0.381818181818182,0,0,0,0,0.618181818181818
"95","Pawtuxet",17,2022-06-24,"Jess Burr","N/A",2022-06-24 09:53:00,2022-06-24 10:48:00,"beaver","chewed stick","hard to tell",1899-12-31 10:24:00,"forested pond",2,4,"N","walking",0.381818181818182,0,0,0,0,0.618181818181818
"96","Pawtuxet",17,2022-06-24,"Jess Burr","N/A",2022-06-24 09:53:00,2022-06-24 10:48:00,"beaver","chewed stick","N",1899-12-31 10:25:00,"forested pond",2,4,"N","walking",0.381818181818182,0,0,0,0,0.618181818181818
"97","Pawtuxet",17,2022-06-24,"Jess Burr","N/A",2022-06-24 09:53:00,2022-06-24 10:48:00,"otter",NA,"hard to tell",1899-12-31 10:27:00,"forested pond",2,4,"N","walking",0.381818181818182,0,0,0,0,0.618181818181818
"98","Pawtuxet",17,2022-06-24,"Jess Burr","N/A",2022-06-24 09:53:00,2022-06-24 10:48:00,"muskrat",NA,"N",1899-12-31 10:34:00,"forested pond",2,4,"N","walking",0.381818181818182,0,0,0,0,0.618181818181818
"99","Pawtuxet",17,2022-06-24,"Jess Burr","N/A",2022-06-24 09:53:00,2022-06-24 10:48:00,"beaver","chewed stick","N",1899-12-31 10:36:00,"forested pond",2,4,"N","walking",0.381818181818182,0,0,0,0,0.618181818181818
"100","Pawtuxet",17,2022-06-24,"Jess Burr","N/A",2022-06-24 09:53:00,2022-06-24 10:48:00,"muskrat","scat","N",1899-12-31 10:37:00,"forested pond",2,4,"N","walking",0.381818181818182,0,0,0,0,0.618181818181818
"101","Pawtuxet",17,2022-06-24,"Jess Burr","N/A",2022-06-24 09:53:00,2022-06-24 10:48:00,"muskrat","scat","N",1899-12-31 10:38:00,"forested pond",2,4,"N","walking",0.381818181818182,0,0,0,0,0.618181818181818
"102","Pawtuxet",17,2022-06-24,"Jess Burr","N/A",2022-06-24 09:53:00,2022-06-24 10:48:00,"beaver","chewed stick","N",1899-12-31 10:39:00,"forested pond",2,4,"N","walking",0.381818181818182,0,0,0,0,0.618181818181818
"103","Pawtuxet",17,2022-06-24,"Jess Burr","N/A",2022-06-24 09:53:00,2022-06-24 10:48:00,"muskrat","scat","N",1899-12-31 10:40:00,"forested pond",2,4,"N","walking",0.381818181818182,0,0,0,0,0.618181818181818
"104","Pawtuxet",17,2022-06-24,"Jess Burr","N/A",2022-06-24 09:53:00,2022-06-24 10:48:00,"muskrat","scat","N",1899-12-31 10:41:00,"forested pond",2,4,"N","walking",0.381818181818182,0,0,0,0,0.618181818181818
"105","Pawtuxet",17,2022-06-24,"Jess Burr","N/A",2022-06-24 09:53:00,2022-06-24 10:48:00,"muskrat","scat","N",1899-12-31 10:42:00,"forested pond",2,4,"N","walking",0.381818181818182,0,0,0,0,0.618181818181818
"106","Pawtuxet",17,2022-06-24,"Jess Burr","N/A",2022-06-24 09:53:00,2022-06-24 10:48:00,"muskrat","scat","N",1899-12-31 10:43:00,"forested pond",2,4,"N","walking",0.381818181818182,0,0,0,0,0.618181818181818
"107","Pawtuxet",17,2022-06-24,"John Crockett","beaver",2022-06-24 09:56:00,2022-06-24 10:47:00,"muskrat?","scat","N",1899-12-31 10:04:00,"pond edge",1,2,"N","walking",0.647058823529412,0,0,0,0,0.352941176470588
"108","Pawtuxet",17,2022-06-24,"John Crockett","beaver",2022-06-24 09:56:00,2022-06-24 10:47:00,"muskrat","scat","N",1899-12-31 10:31:00,"pond edge",1,2,"N","walking",0.647058823529412,0,0,0,0,0.352941176470588
"109","Pawtuxet",17,2022-06-24,"John Crockett","beaver",2022-06-24 09:56:00,2022-06-24 10:47:00,"muskrat","scat","N",1899-12-31 10:46:00,"pond edge",1,2,"N","walking",0.647058823529412,0,0,0,0,0.352941176470588
"110","Pawtuxet",18,2022-01-19,"Justin Moore","N/A",2022-01-19 11:47:00,2022-01-19 12:21:00,"?","track","Y",1899-12-31 11:53:00,"forest",1,5,"N","Foot",0,0,0,0,0,1
"111","Pawtuxet",18,2022-01-19,"John Crockett","N/A",2022-01-19 11:44:00,2022-01-19 12:15:00,NA,NA,NA,NA,NA,2,2,"N","Foot",0,0,0,0,0,1
"112","Pawtuxet",19,2022-01-19,"Justin Moore","N/A",2022-01-19 10:34:00,2022-01-19 11:03:00,NA,NA,NA,NA,NA,1,5,"N","Foot",0,0,0,0,0,1
"113","Pawtuxet",19,2022-01-19,"John Crockett","N/A",2022-01-19 10:33:00,2022-01-19 10:59:00,NA,NA,NA,NA,NA,2,2,"N","Foot",0,0,0,0,0,1
"114","Pawtuxet",20,2022-01-10,"Justin Moore","N/A",2022-01-10 11:30:00,2022-01-10 11:47:00,"beaver","chewed stick","N",1899-12-31 11:32:00,"pond edge",2,5,"Y","Foot",0.117647058823529,0,0,0,0,0.882352941176471
"115","Pawtuxet",20,2022-01-10,"Justin Moore","N/A",2022-01-10 11:30:00,2022-01-10 11:47:00,"otter","latrine","Y",1899-12-31 11:36:00,"pond edge",2,5,"Y","Foot",0.117647058823529,0,0,0,0,0.882352941176471
"116","Pawtuxet",20,2022-01-10,"John Crockett","N/A",2022-01-10 11:31:00,2022-01-10 11:46:00,"beaver","chewed stick","N",1899-12-31 11:33:00,"pond edge",1,2,"Y","Foot",0.2,0,0,0,0,0.8
